Plant_ID,TS,PM2_5_ugm3,SO2_ugm3,NOx_ugm3,Lat,Lon,Status,Unit,Record_ID,Downtime,Stack_ID,Stack_Map_Flag,Source,QC_Flag,Inspection_Notes,PM25_Exceed,Audit
PL-01,,2.5,23.46,67.06400000000001,12.904,80.6943,OK,ug/m3,E22596,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,62.328,27.846,58.681000000000004,12.9717,81.482,MAINT,ug/m3,E22745,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,41062.0,13463.999999999998,2000.0,12.8738,80.1414,OK,ug/m3,E22835,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,71.63799999999999,26.724,50.399,12.6208,79.5575,OK,ug/m3,E20001,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,107.604,37.944,81.709,13.2753,79.8156,MAINT,ug/m3,E20042,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,68992.0,26826.0,48782.99999999999,14.3857,81.1278,MAINT,ug/m3,E20077,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,32.83,25.398,47.066,13.0009,80.3052,MAINT,ug/m3,E20080,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,35.181999999999995,19.073999999999998,21.613999999999997,14.1711,81.4715,MAINT,ug/m3,E20107,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,18.62,16.830000000000002,20.705000000000002,13.5059,79.0782,OK,ug/m3,E20114,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,36652.0,18666.0,5959.000000000001,13.0056,80.1419,MAINT,ug/m3,E20118,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,53312.0,26520.0,49086.0,13.7237,81.2412,FAULT,ug/m3,E20148,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,94.178,32.64,73.12400000000001,12.8426,80.3097,MAINT,ug/m3,E20150,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,104.86,19.992,53.631,13.0878,80.1671,MAINT,ug/m3,E20160,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,111132.0,33762.0,109383.0,12.5381,79.0901,FAULT,ug/m3,E20173,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,101.626,42.942,75.649,13.3828,79.5889,OK,ug/m3,E20183,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,99.764,34.68,87.66799999999999,13.9204,80.9301,OK,ug/m3,E20189,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,127890.0,43452.00000000001,64842.0,12.6109,81.2568,FAULT,ug/m3,E20191,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,47.04,24.48,29.492,12.8031,80.9488,MAINT,ug/m3,E20228,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,10976.0,14586.0,19493.000000000004,12.7092,80.4198,MAINT,ug/m3,E20241,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,34.495999999999995,14.076,40.299,13.7879,80.4681,OK,ug/m3,E20277,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,58016.0,26214.0,27471.999999999996,13.4575,79.6843,MAINT,ug/m3,E20287,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,95.55,24.990000000000002,64.236,13.5456,81.2054,FAULT,ug/m3,E20292,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,86.24,23.766000000000002,60.6505,12.6306,81.0724,FAULT,ug/m3,E20299,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,96.726,28.866,57.065,14.3378,80.3181,FAULT,ug/m3,E20302,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,107.212,28.05,63.024,13.8015,79.3567,OK,ug/m3,E20306,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,107310.0,40290.0,68983.0,14.2488,80.7784,MAINT,ug/m3,E20337,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,7.644,11.322,16.968,13.7966,81.3033,FAULT,ug/m3,E20411,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,61.74,24.174,25.553,12.6066,81.2928,MAINT,ug/m3,E20422,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,52332.0,24582.0,27674.0,13.5484,81.3534,MAINT,ug/m3,E20424,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,75.55799999999999,33.048,83.931,13.4176,80.4413,OK,ug/m3,E20454,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,115.346,33.660000000000004,98.77799999999999,14.1221,79.9911,OK,ug/m3,E20466,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,102802.0,23663.999999999996,95748.0,13.7501,80.4244,OK,ug/m3,E20480,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,98294.0,33762.0,65245.99999999999,12.6775,80.0832,OK,ug/m3,E20501,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,56.251999999999995,21.114,37.37,14.1177,81.4344,FAULT,ug/m3,E20516,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,49.0,30.906000000000002,62.317,13.9706,79.1832,MAINT,ug/m3,E20526,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,40.571999999999996,12.138,10.1,13.7188,80.2225,MAINT,ug/m3,E20532,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,13132.0,24633.000000000004,29593.0,12.7454,79.4365,FAULT,ug/m3,E20559,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,84.476,37.128,54.54,14.1951,79.4439,OK,ug/m3,E20597,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,117.404,29.886000000000003,71.508,13.2733,80.6819,OK,ug/m3,E20602,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,24695.999999999996,9894.0,22927.0,13.1073,80.2492,MAINT,ug/m3,E20691,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,85.554,32.844,57.974,13.2443,79.4866,FAULT,ug/m3,E20731,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,114.954,36.006,81.305,13.1694,80.5634,OK,ug/m3,E20749,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,102.41,36.414,54.035000000000004,12.952,81.4283,OK,ug/m3,E20781,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,26.95,14.586,37.471000000000004,13.7154,79.3868,FAULT,ug/m3,E20808,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,36.358000000000004,7.9559999999999995,13.331999999999999,13.9259,80.3348,MAINT,ug/m3,E20838,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,19991.999999999996,15096.000000000002,2000.0,13.052,81.0359,OK,ug/m3,E20839,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,2.5,26.316000000000003,43.026,12.9478,80.5276,OK,ug/m3,E20858,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,42.532000000000004,23.663999999999998,54.136,12.7573,79.1525,OK,ug/m3,E20866,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,84.476,29.172,38.077000000000005,12.9971,79.8303,FAULT,ug/m3,E20868,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,110.544,27.03,35.45100000000001,14.0893,80.7685,FAULT,ug/m3,E20879,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,72.03,11.22,32.825,13.9174,79.2296,MAINT,ug/m3,E20988,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,33516.00000000001,19073.999999999996,50297.99999999999,14.0864,79.8078,MAINT,ug/m3,E21003,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,51.548,26.927999999999997,33.936,14.1997,80.6639,FAULT,ug/m3,E21004,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,58.800000000000004,35.088,90.9,13.234,80.2226,FAULT,ug/m3,E20906,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,66052.0,33660.00000000001,52116.0,13.1722,81.1759,OK,ug/m3,E21078,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,41160.0,21420.0,33632.99999999999,13.5147,79.4433,FAULT,ug/m3,E21093,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,35672.0,11322.0,25603.499999999996,13.8198,79.0983,FAULT,ug/m3,E21117,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,2.5,13.463999999999999,17.573999999999998,13.4323,81.4848,OK,ug/m3,E21121,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,29400.0,21420.0,17372.0,12.7807,81.3214,MAINT,ug/m3,E21136,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,44.296,22.848,42.318999999999996,12.5302,80.5972,OK,ug/m3,E21144,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,78.89,26.418,45.652,13.3922,81.0494,FAULT,ug/m3,E21152,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,80360.0,7038.0,62418.0,14.0276,81.467,MAINT,ug/m3,E21153,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,120.44200000000001,25.449,72.01299999999999,13.0491,81.1194,MAINT,ug/m3,E21182,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,84574.0,43860.0,61711.0,14.4254,79.4305,OK,ug/m3,E21203,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,52.821999999999996,22.644,47.066,12.5206,80.0247,FAULT,ug/m3,E21231,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,10.975999999999999,5.202,23.735,12.8423,79.4923,MAINT,ug/m3,E21246,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,38.416000000000004,25.907999999999998,42.8745,13.3353,79.2426,MAINT,ug/m3,E21286,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,113092.0,39168.0,62013.99999999999,13.1768,80.641,MAINT,ug/m3,E21328,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,92.904,30.906000000000002,63.428,14.0319,79.288,MAINT,ug/m3,E21342,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,88.49400000000001,24.327,60.1455,12.5983,81.0338,MAINT,ug/m3,E21358,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,70560.0,32742.000000000004,64135.00000000001,13.4288,81.1928,OK,ug/m3,E21366,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,61641.99999999999,8873.999999999998,29694.0,14.3898,80.8659,MAINT,ug/m3,E21391,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,44.688,7.242,11.918000000000001,14.4329,79.1662,MAINT,ug/m3,E21412,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,27734.0,14484.0,24745.0,13.5942,79.0302,FAULT,ug/m3,E21419,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,65366.0,21114.0,49591.0,13.789,80.603,OK,ug/m3,E21436,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,73892.00000000001,24174.0,60044.50000000001,14.2324,80.5904,OK,ug/m3,E21442,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,94863.99999999999,32130.000000000004,82920.99999999999,14.1795,81.1847,OK,ug/m3,E21458,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,100842.0,37332.0,81608.0,13.7311,80.5652,MAINT,ug/m3,E21480,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,39.102,13.362,24.341,12.9211,79.9574,MAINT,ug/m3,E21545,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,16.268,3.9779999999999998,15.554,12.8018,79.4836,MAINT,ug/m3,E21548,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,58.702,31.823999999999998,36.663,14.4185,79.6903,FAULT,ug/m3,E21573,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,107113.99999999999,36312.0,59489.0,14.3693,80.7321,MAINT,ug/m3,E21599,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,93.296,40.8,89.587,14.4169,79.2024,MAINT,ug/m3,E21613,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,94.766,31.62,79.386,13.8509,79.1802,OK,ug/m3,E21640,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,66.787,33.354000000000006,61.105000000000004,13.2014,80.4498,OK,ug/m3,E21646,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,38808.0,12648.000000000002,17776.000000000004,14.2095,79.5654,MAINT,ug/m3,E21693,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,110.93599999999999,30.957,81.65849999999999,14.4027,,MAINT,ug/m3,E21766,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,88200.0,31722.0,76760.0,13.9645,81.3968,FAULT,ug/m3,E21775,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,84.476,46.002,87.87,12.9457,79.5704,OK,ug/m3,E21776,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,58016.0,16524.0,36157.99999999999,12.6758,81.0438,MAINT,ug/m3,E21811,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,7.154,22.337999999999997,25.148999999999997,12.6395,80.3463,MAINT,ug/m3,E21835,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,68110.0,21420.0,66155.0,12.6366,80.6391,MAINT,ug/m3,E21878,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,116717.99999999999,37128.0,83527.0,14.2499,81.1649,MAINT,ug/m3,E21902,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,101723.99999999999,40239.00000000001,76053.0,14.3422,80.3696,OK,ug/m3,E21924,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,76734.0,43350.0,68579.00000000001,,80.1751,MAINT,ug/m3,E21936,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,2.5,16.218,31.209,13.9739,79.5716,MAINT,ug/m3,E21965,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,21.07,16.727999999999998,24.644,13.9387,79.5152,FAULT,ug/m3,E21983,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,93590.0,20094.0,35451.0,13.6209,79.6035,OK,ug/m3,E22017,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,112.602,35.904,96.455,12.7243,81.3924,MAINT,ug/m3,E22037,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,110.544,39.372,76.053,14.4096,81.3853,OK,ug/m3,E22052,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,101.52799999999999,38.352000000000004,83.628,12.5814,80.0624,MAINT,ug/m3,E22054,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,54.39,17.136000000000003,55.954,13.4509,79.3896,OK,ug/m3,E22103,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,2.5,17.136000000000003,21.108999999999998,12.7505,80.9846,MAINT,ug/m3,E22130,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,23.52,1.5,14.341999999999999,12.7569,79.2991,MAINT,ug/m3,E22135,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,34986.00000000001,16218.0,22422.0,12.6989,79.5795,OK,ug/m3,E22147,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,86.632,20.502000000000002,71.205,14.1744,80.1028,OK,ug/m3,E22168,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,133.378,34.476,76.76,13.4376,79.618,OK,ug/m3,E22201,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,103.39,33.558,57.671,13.8349,79.8994,FAULT,ug/m3,E22229,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,60.76,28.764,63.63,13.1288,81.2635,MAINT,ug/m3,E22236,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,43.218,7.9559999999999995,18.078999999999997,13.4293,79.3679,FAULT,ug/m3,E22271,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,47.824,14.484,29.391000000000002,14.243,81.1901,OK,ug/m3,E22287,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,52.43,21.624,53.833,12.7397,80.7702,MAINT,ug/m3,E22302,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,99.764,38.862,62.418,14.3728,79.4649,OK,ug/m3,E22186,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,73.206,27.03,46.662000000000006,13.3641,79.943,OK,ug/m3,E22315,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,121422.0,37025.99999999999,83224.0,12.5338,79.0299,MAINT,ug/m3,E22340,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,110446.0,32537.999999999996,90799.0,13.0337,79.6723,FAULT,ug/m3,E22346,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,124.75399999999999,31.416,79.083,13.7143,79.1581,FAULT,ug/m3,E22348,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,63.504,25.806,35.147999999999996,12.5391,81.3469,MAINT,ug/m3,E22380,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,60.662,26.214,43.733,12.6527,79.1539,OK,ug/m3,E22384,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,40.571999999999996,24.48,29.997,14.1503,80.1206,FAULT,ug/m3,E22391,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,2.5,19.38,10.706,13.6377,80.2956,FAULT,ug/m3,E22398,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,112.406,38.046,91.00099999999999,13.3486,80.5638,FAULT,ug/m3,E22490,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,111.23,34.374,91.506,13.3814,81.1619,OK,ug/m3,E22495,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,136.122,35.955,67.973,13.3503,79.7073,FAULT,ug/m3,E22496,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,93884.0,37535.99999999999,77871.0,13.1508,79.1463,FAULT,ug/m3,E22507,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,50.861999999999995,11.424,17.17,12.5549,80.3882,OK,ug/m3,E22545,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,11270.0,18767.999999999996,21513.0,13.7233,79.7756,OK,ug/m3,E22551,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,26.558,22.134,36.057,12.5296,79.3976,OK,ug/m3,E22560,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,19600.0,25500.0,40652.5,14.3425,79.8394,OK,ug/m3,E22567,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,70.36399999999999,21.114,45.248,13.4746,80.4715,FAULT,ug/m3,E22578,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,67.522,14.688,39.491,13.9099,80.0622,FAULT,ug/m3,E22580,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,41.356,24.48,47.066,12.503,79.1117,OK,ug/m3,E22594,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,65.66,23.154,37.269,13.8511,79.3409,MAINT,ug/m3,E22595,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,107.8,35.088,70.29599999999999,13.2313,79.8192,OK,ug/m3,E22599,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,124.95,24.48,76.356,13.0466,79.2276,FAULT,ug/m3,E22618,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,132.692,37.434000000000005,81.507,13.0191,80.3705,OK,ug/m3,E22639,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,74.97,20.808,71.912,13.4531,80.9613,OK,ug/m3,E22658,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,64973.99999999999,21241.500000000004,46232.75,13.645,79.3369,MAINT,ug/m3,E22682,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,26.901000000000003,21.675,20.553500000000003,13.3839,81.4788,MAINT,ug/m3,E22688,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,52.92,17.238,32.623,13.5789,81.0023,MAINT,ug/m3,E22689,1,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,5586.0,23205.000000000004,24593.500000000004,12.6203,79.9658,FAULT,ug/m3,E22690,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,13.425999999999998,17.34,26.68925,13.9261,80.0661,OK,ug/m3,E22699,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,2.5,15.504,28.785,13.1383,80.5682,OK,ug/m3,E22722,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,69.97200000000001,29.477999999999998,47.47,14.006,80.2483,OK,ug/m3,E22733,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,107.31,37.842,47.772999999999996,12.9422,79.5489,MAINT,ug/m3,E22750,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,84182.0,33762.0,74942.0,13.0939,79.0106,OK,ug/m3,E22753,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,101.92,30.396,100.899,12.61,79.561,FAULT,ug/m3,E22788,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,86.53399999999999,23.766000000000002,91.405,12.5604,79.376,OK,ug/m3,E22792,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,95.648,30.804,63.125,13.535,81.2554,OK,ug/m3,E22812,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,2.5,18.564,47.268,13.9609,79.0323,FAULT,ug/m3,E22872,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,111.818,31.62,96.96000000000001,13.004,80.2042,FAULT,ug/m3,E22766,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,76734.0,34017.0,56762.0,,79.3581,FAULT,ug/m3,E22888,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,73.5,36.414,64.741,13.6422,79.9649,OK,ug/m3,E22894,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,104076.00000000001,31212.000000000004,71508.0,14.0912,81.312,FAULT,ug/m3,E22900,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,107212.0,48858.0,70801.0,13.2154,80.0443,MAINT,ug/m3,E22912,1,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,20.874,30.804,27.27,12.8652,81.4616,OK,ug/m3,E22975,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,43.316,12.75,31.512,12.677,80.6691,OK,ug/m3,E23001,0,ST-01,0,STACK,0,REDACTED,0,Cleaned_v1
PL-01,,40180.0,19584.0,50803.00000000001,12.8076,80.8827,OK,ug/m3,E23008,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
PL-01,,122.00999999999999,33.354000000000006,70.09400000000001,13.7865,80.0109,FAULT,ug/m3,E23042,0,ST-01,0,STACK,0,REDACTED,1,Cleaned_v1
