Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Source_Type,PM25_Filled,SO2_Filled,NOx_Filled,Exceedance_Flag,Sector,Latitude,Longitude,Exceed_PM25,Exceed_SO2,Exceed_NOx,Any_Exceedance,AQI_PM25,AQI_SO2,AQI_NOx,AQI_Overall,AQI_Category,Load_PM25_kg_day,Load_SO2_kg_day,Load_NOx_kg_day,PM25_24h_avg,PM25_24h_p95,SO2_24h_avg,SO2_24h_p95,NOx_24h_avg,NOx_24h_p95,Wind_Contribution_Score,Health_Risk_Score,Date,Hour,DayOfWeek,Location_ID,Wind_Speed_kmh,Wind_Dir_deg,Temp_C,Humidity_RH
E00021,PL-01,S-01,2886.7,2025-01-01 00:30:00,273.8,1960.29,267.0,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Cement,13.0822,80.2706,True,True,False,True,500.0,500.0,287.1,500.0,Severe,0.018969083039999998,0.13581045943199999,0.0184979736,,,,,,,0.0,125.0,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00022,PL-01,S-02,3271.6,2025-01-01 00:30:00,166.43,111.84,87.14,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Cement,13.083,80.2712,True,False,False,True,336.3,111.5,108.0,336.3,Very Poor,0.013067817312000001,0.008781497856000001,0.006842093376,,,,,,,0.0,84.075,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00023,PL-02,S-01,3144.3,2025-01-01 00:30:00,141.05,275.7,171.52,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Steel,19.0766,72.8782,False,True,False,True,317.0,165.6,191.6,317.0,Very Poor,0.010644084360000002,0.020805204240000003,0.012943448064,,,,,,,0.0,79.25,2025-01-01,0.0,Wednesday,LOC-MUM-01,6.1,263.0,15.9,84.0
E00024,PL-03,S-01,4745.4,2025-01-01 00:30:00,183.18,155.96666666666667,57.55,ug/m3,FAULT,Stack,False,True,False,EXCEEDANCE,Power,12.9712,77.5945,True,False,False,True,349.1,126.0,72.4,349.1,Very Poor,0.020862296928,0.01776298128,0.006554346479999999,,,,,,,0.0,87.275,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00025,PL-03,S-02,1909.6,2025-01-01 00:30:00,97.1,151.2,47.8,ug/m3,FAULT,Stack,False,False,False,OK,Power,12.9723,77.5954,False,False,False,False,224.2,124.5,60.5,224.2,Poor,0.00445013184,0.006929556479999999,0.0021906931199999996,,,,,,,0.0,56.05,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00026,PL-03,S-03,1075.1,2025-01-01 00:30:00,78.81,49.31,137.13,ug/m3,OK,Stack,False,False,False,OK,Power,12.9715,77.5953,False,False,False,False,162.9,62.3,157.5,162.9,Moderate,0.002033487144,0.001272316344,0.0035382831119999997,,,,,,,0.0,40.725,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00027,LOC-DEL-01,A-01,0.0,2025-01-01 00:30:00,81.6,132.2,185.3,ug/m3,FAULT,Ambient,False,True,False,EXCEEDANCE,City,28.6146,77.2088,True,True,True,True,172.2,118.2,206.2,206.2,Poor,,,,,,,,,,0.866,43.05,2025-01-01,0.0,Wednesday,LOC-DEL-01,4.1,338.0,2.7,84.3
E00028,LOC-DEL-02,A-02,,2025-01-01 00:30:00,273.8,1010.1,267.0,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,28.6202,77.2154,True,True,True,True,500.0,327.0,287.1,500.0,Severe,,,,,,,,,,0.866,125.0,2025-01-01,0.0,Wednesday,LOC-DEL-01,4.1,338.0,2.7,84.3
E00029,LOC-MUM-01,A-01,0.0,2025-01-01 00:30:00,181.9875,120.2,14.8,ug/m3,FAULT,Ambient,True,False,False,EXCEEDANCE,City,19.0763,72.8778,True,True,False,True,348.2,114.2,18.5,348.2,Very Poor,,,,,,,,,,0.465,87.05,2025-01-01,0.0,Wednesday,LOC-MUM-01,6.1,263.0,15.9,84.0
E00030,LOC-BLR-01,A-01,,2025-01-01 00:30:00,34.4,128.6,102.6,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,12.9708,77.5941,False,True,True,True,58.0,117.0,123.3,123.3,Moderate,,,,,,,,,,0.51,14.5,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00031,PL-01,S-01,3032.4,2025-01-01 00:45:00,108.63,184.02,161.18,ug/m3,OK,Stack,False,False,False,OK,Cement,13.0837,80.2716,False,False,False,False,262.4,135.3,181.3,262.4,Poor,0.007905830688000002,0.013392533952,0.011730293568,,,,,,,0.0,65.6,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00032,PL-01,S-02,4283.8,2025-01-01 00:45:00,172.45,274.39,2.35,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Cement,13.084,80.2714,True,True,False,True,340.9,165.1,2.9,340.9,Very Poor,0.017729791439999996,0.028210365167999997,0.00024160632,,,,,,,0.0,85.225,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00033,PL-02,S-01,3282.6,2025-01-01 00:45:00,105.71,160.38,122.38,ug/m3,OK,Stack,False,False,False,OK,Steel,19.0756,72.8774,False,False,False,False,252.7,127.5,142.9,252.7,Poor,0.008328087504,0.012635121312,0.009641390112,,,,,,,0.0,63.175,2025-01-01,0.0,Wednesday,LOC-MUM-01,6.1,263.0,15.9,84.0
E00034,PL-03,S-01,3337.1,2025-01-01 00:45:00,165.0,167.45,148.27,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Power,12.971,77.5949,True,False,False,True,335.2,129.8,168.6,335.2,Very Poor,0.013214916,0.013411137479999996,0.011875003608000001,,,,,,,0.0,83.8,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00035,PL-03,S-02,1909.8,2025-01-01 00:45:00,273.8,138.9,166.0,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Power,12.9727,77.5945,True,False,False,True,500.0,120.4,186.1,500.0,Severe,0.012549677759999999,0.006366509280000001,0.007608643199999999,,,,,,,0.0,125.0,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00036,PL-03,S-03,3070.8,2025-01-01 00:45:00,14.85,2.48,221.98,ug/m3,OK,Stack,False,False,False,OK,Power,12.9712,77.5938,False,False,False,False,24.8,3.1,242.5,242.5,Poor,0.00109443312,0.000182774016,0.016359748416000002,,,,,,,0.0,6.2,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00037,LOC-DEL-01,A-01,0.0,2025-01-01 00:45:00,95.3,180.5,145.6,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,28.6129,77.2098,True,True,True,True,218.2,134.1,165.9,218.2,Poor,,,,,,,,,,0.866,54.55,2025-01-01,0.0,Wednesday,LOC-DEL-01,4.1,338.0,2.7,84.3
E00038,LOC-DEL-02,A-02,0.0,2025-01-01 00:45:00,273.8,590.25,267.0,ug/m3,FAULT,Ambient,False,True,False,EXCEEDANCE,City,28.6202,77.2155,True,True,True,True,500.0,250.5,287.1,500.0,Severe,,,,,,,,,,0.866,125.0,2025-01-01,0.0,Wednesday,LOC-DEL-01,4.1,338.0,2.7,84.3
E00039,LOC-MUM-01,A-01,,2025-01-01 00:45:00,153.73,160.0,93.24,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,19.0759,72.8785,True,True,True,True,326.6,127.4,114.0,326.6,Very Poor,,,,,,,,,,0.465,81.65,2025-01-01,0.0,Wednesday,LOC-MUM-01,6.1,263.0,15.9,84.0
E00040,LOC-BLR-01,A-01,0.0,2025-01-01 00:45:00,119.9,128.4,73.4,ug/m3,OK,Ambient,False,True,False,EXCEEDANCE,City,12.9712,77.5956,True,True,False,True,299.7,116.9,91.9,299.7,Poor,,,,,,,,,,0.834,74.925,2025-01-01,0.0,Wednesday,LOC-BLR-01,1.9,187.0,10.5,65.6
E00041,PL-01,S-01,4573.4,2025-01-01 01:00:00,74.02,1.47,80.49,ug/m3,OK,Stack,False,False,False,OK,Cement,13.0823,80.2706,False,False,False,False,147.1,1.8,101.4,147.1,Moderate,0.008124553631999999,0.00016134955199999997,0.008834711183999998,,,,,,,0.0,36.775,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00042,PL-01,S-02,2831.9,2025-01-01 01:00:00,149.18,102.45,267.0,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0838,80.2721,False,False,False,False,323.2,108.4,287.1,323.2,Very Poor,0.010139108208,0.006963075720000001,0.018146815200000003,,,,,,,0.0,80.8,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00043,PL-02,S-01,3225.3,2025-01-01 01:00:00,133.81,2.86,48.95,ug/m3,MAINT,Stack,False,False,False,OK,Steel,19.0763,72.8767,False,False,False,False,311.4,3.6,61.9,311.4,Very Poor,0.010357857432,0.000221384592,0.0037890824400000005,,,,,,,0.0,77.85,2025-01-01,1.0,Wednesday,LOC-MUM-01,5.5,317.0,17.0,82.5
E00044,PL-03,S-01,2121.5,2025-01-01 01:00:00,273.8,275.7,267.0,ug/m3,MAINT,Stack,False,False,False,EXCEEDANCE,Power,12.9714,77.5939,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.0139408008,0.0140375412,0.013594572,,,,,,,0.0,125.0,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00045,PL-03,S-02,3324.2,2025-01-01 01:00:00,2.4,81.8,2.4,ug/m3,MAINT,Stack,False,False,False,OK,Power,12.9718,77.5948,False,False,False,False,4.0,101.6,3.0,101.6,Moderate,0.00019147391999999998,0.00652606944,0.00019147391999999998,,,,,,,0.0,1.0,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00046,PL-03,S-03,3430.7,2025-01-01 01:00:00,273.8,275.7,267.0,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Power,12.9723,77.5954,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.02254381584,0.02270025576,0.0219839256,,,,,,,0.0,125.0,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00047,LOC-DEL-01,A-01,0.0,2025-01-01 01:00:00,77.3,135.6,196.5,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,28.6147,77.2091,True,True,True,True,157.9,119.3,217.3,217.3,Poor,,,,,,,,,,0.488,39.475,2025-01-01,1.0,Wednesday,LOC-DEL-01,6.9,304.0,2.0,83.3
E00048,LOC-DEL-02,A-02,0.0,2025-01-01 01:00:00,169.9,170.4,50.61,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,28.6201,77.2141,True,True,False,True,339.0,130.8,63.9,339.0,Very Poor,,,,,,,,,,0.488,84.75,2025-01-01,1.0,Wednesday,LOC-DEL-01,6.9,304.0,2.0,83.3
E00049,LOC-MUM-01,A-01,,2025-01-01 01:00:00,173.14,92.65,188.14,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,19.0754,72.8774,True,True,True,True,341.4,105.1,209.0,341.4,Very Poor,,,,,,,,,,0.935,85.35,2025-01-01,1.0,Wednesday,LOC-MUM-01,5.5,317.0,17.0,82.5
E00050,LOC-BLR-01,A-01,0.0,2025-01-01 01:00:00,52.8,136.2,110.6,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,12.9713,77.5936,False,True,True,True,88.2,119.5,131.2,131.2,Moderate,,,,,,,,,,0.619,22.05,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00051,PL-01,S-01,4833.8,2025-01-01 01:15:00,63.33,39.71,116.86,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0827,80.2704,False,False,False,False,111.7,49.6,137.4,137.4,Moderate,0.0073469892960000005,0.004606804752,0.013557068832,,,,,,,0.0,27.925,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00052,PL-01,S-02,2498.7,2025-01-01 01:15:00,201.84,44.8,86.29666666666667,ug/m3,OK,Stack,False,False,True,EXCEEDANCE,Cement,13.0839,80.271,True,False,False,True,363.3,56.8,107.1,363.3,Very Poor,0.012104102591999998,0.002686602239999999,0.0051751075439999995,,,,,,,0.0,90.825,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00053,PL-02,S-01,1430.8,2025-01-01 01:15:00,84.48,88.38,38.67,ug/m3,FAULT,Stack,False,False,False,OK,Steel,19.0751,72.8772,False,False,False,False,181.7,103.7,48.3,181.7,Moderate,0.002900975616,0.0030348984959999996,0.001327896864,,,,,,,0.0,45.425,2025-01-01,1.0,Wednesday,LOC-MUM-01,5.5,317.0,17.0,82.5
E00054,PL-03,S-01,4752.0,2025-01-01 01:15:00,273.8,275.7,267.0,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Power,12.972,77.5939,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.031226342400000003,0.031443033599999996,0.030450816,,,,,,,0.0,125.0,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00055,PL-03,S-02,4963.3,2025-01-01 01:15:00,119.0,65.9,120.5,ug/m3,FAULT,Stack,False,False,False,OK,Power,12.9722,77.5949,False,False,False,False,296.7,82.7,141.0,296.7,Poor,0.0141751848,0.007849955280000001,0.0143538636,,,,,,,0.0,74.175,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00056,PL-03,S-03,3397.2,2025-01-01 01:15:00,39.6,137.72,213.07,ug/m3,MAINT,Stack,False,False,False,OK,Power,12.9715,77.5945,False,False,False,False,66.6,120.0,233.7,233.7,Poor,0.00322869888,0.011228697215999998,0.017372193696,,,,,,,0.0,16.65,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00057,LOC-DEL-01,A-01,,2025-01-01 01:15:00,128.5,304.7,142.2,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,28.6148,77.2092,True,True,True,True,307.4,175.1,162.5,307.4,Very Poor,,,,,,,,,,0.488,76.85,2025-01-01,1.0,Wednesday,LOC-DEL-01,6.9,304.0,2.0,83.3
E00058,LOC-DEL-02,A-02,0.0,2025-01-01 01:15:00,81.62,232.12,101.92,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,28.6204,77.2154,True,True,True,True,172.3,151.2,122.6,172.3,Moderate,,,,,,,,,,0.488,43.075,2025-01-01,1.0,Wednesday,LOC-DEL-01,6.9,304.0,2.0,83.3
E00059,LOC-MUM-01,A-01,,2025-01-01 01:15:00,205.59,174.41,69.02,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,19.077,72.878,True,True,False,True,366.2,132.1,86.5,366.2,Very Poor,,,,,,,,,,0.935,91.55,2025-01-01,1.0,Wednesday,LOC-MUM-01,5.5,317.0,17.0,82.5
E00060,LOC-BLR-01,A-01,,2025-01-01 01:15:00,150.0,138.8,0.8,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,12.9721,77.5941,True,True,False,True,323.8,120.4,1.0,323.8,Very Poor,,,,,,,,,,0.619,80.95,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00061,PL-01,S-01,3256.1,2025-01-01 01:30:00,0.49,160.88,20.29,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0824,80.2701,False,False,False,False,0.8,127.7,25.4,127.7,Moderate,3.8291736e-05,0.012572192831999998,0.001585590456,,,,,,,0.0,0.2,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00062,PL-01,S-02,4283.8,2025-01-01 01:30:00,160.92,199.08,128.27,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Cement,13.0823,80.2712,True,False,False,True,332.1,140.3,148.7,332.1,Very Poor,0.016544378304,0.020467653696000003,0.013187592624000002,,,,,,,0.0,83.025,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00063,PL-02,S-01,1664.0,2025-01-01 01:30:00,200.38,67.24,110.29,ug/m3,MAINT,Stack,False,False,False,EXCEEDANCE,Steel,19.077,72.8774,True,False,False,True,362.2,84.3,130.9,362.2,Very Poor,0.00800237568,0.00268529664,0.00440454144,,,,,,,0.0,90.55,2025-01-01,1.0,Wednesday,LOC-MUM-01,5.5,317.0,17.0,82.5
E00064,PL-03,S-01,4205.7,2025-01-01 01:30:00,223.45,37.64,142.18,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Power,12.9712,77.5939,True,False,False,True,379.8,47.0,162.5,379.8,Very Poor,0.02255432796,0.0037992611520000002,0.014351194224,,,,,,,0.0,94.95,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00065,PL-03,S-02,4471.6,2025-01-01 01:30:00,248.9,115.9,269.0,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Power,12.972,77.5942,True,False,False,True,399.2,112.8,289.1,399.2,Very Poor,0.026711549760000005,0.012438202560000002,0.0288686496,,,,,,,0.0,99.8,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00066,PL-03,S-03,2274.0,2025-01-01 01:30:00,94.06,52.18,181.58,ug/m3,OK,Stack,False,False,False,OK,Power,12.9727,77.5955,False,False,False,False,214.1,65.8,202.5,214.1,Poor,0.00513341856,0.0028477756799999998,0.009909910080000002,,,,,,,0.0,53.525,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00067,LOC-DEL-01,A-01,,2025-01-01 01:30:00,60.6,48.8,38.8,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,28.614,77.2096,True,False,False,True,102.7,61.7,48.5,102.7,Moderate,,,,,,,,,,0.488,25.675,2025-01-01,1.0,Wednesday,LOC-DEL-01,6.9,304.0,2.0,83.3
E00068,LOC-DEL-02,A-02,0.0,2025-01-01 01:30:00,143.13,153.84,88.38,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,28.621,77.2154,True,True,True,True,318.6,125.3,109.2,318.6,Very Poor,,,,,,,,,,0.488,79.65,2025-01-01,1.0,Wednesday,LOC-DEL-01,6.9,304.0,2.0,83.3
E00069,LOC-MUM-01,A-01,,2025-01-01 01:30:00,122.45,68.24,1.08,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,19.0757,72.8784,True,False,False,True,302.8,85.6,1.4,302.8,Very Poor,,,,,,,,,,0.935,75.7,2025-01-01,1.0,Wednesday,LOC-MUM-01,5.5,317.0,17.0,82.5
E00070,LOC-BLR-01,A-01,,2025-01-01 01:30:00,207.6,67.3,267.0,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,12.9706,77.5948,True,False,True,True,367.7,84.4,287.1,367.7,Very Poor,,,,,,,,,,0.659,91.925,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
E00071,PL-01,S-01,2929.8,2025-01-01 01:45:00,273.8,275.7,267.0,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Cement,13.0824,80.2704,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.019252301760000003,0.019385900640000002,0.0187741584,,,,,,,0.0,125.0,2025-01-01,1.0,Wednesday,LOC-BLR-01,4.7,177.0,12.2,59.6
