Plant_ID,Stack_ID,TS,Source_Type,Sector,PM2.5,SO2,NOx,Unit,Status,Latitude,Longitude,AQI_Overall,AQI_Category,Any_Exceedance,Hour,DayOfWeek
LOC-BLR-01,A-01,2025-01-01 07:30:00,Ambient,City,216.4,49.1,146.3,ug/m3,MAINT,12.97,77.59,374.4,Very Poor,True,7.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 07:45:00,Ambient,City,195.1,18.9,187.1,ug/m3,FAULT,12.97,77.59,358.2,Very Poor,True,7.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 08:00:00,Ambient,City,153.3,34.0,113.5,ug/m3,FAULT,12.97,77.59,326.3,Very Poor,True,8.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 08:15:00,Ambient,City,159.7,121.6,77.4,ug/m3,OK,12.97,77.59,331.2,Very Poor,True,8.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 08:30:00,Ambient,City,163.2,122.5,31.9,ug/m3,MAINT,12.97,77.59,333.8,Very Poor,True,8.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 08:45:00,Ambient,City,260.9,161.7,80.3,ug/m3,OK,12.97,77.59,500.0,Severe,True,8.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 09:15:00,Ambient,City,110.8,73.6,99.8,ug/m3,FAULT,12.97,77.59,269.5,Poor,True,9.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 09:30:00,Ambient,City,102.2,141.3,200.7,ug/m3,UNKNOWN,12.97,77.59,241.1,Poor,True,9.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 10:00:00,Ambient,City,85.9,171.8,95.9,ug/m3,MAINT,12.97,77.6,186.4,Moderate,True,10.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 10:15:00,Ambient,City,153.1,79.6,181.2,ug/m3,MAINT,12.97,77.59,326.2,Very Poor,True,10.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 10:30:00,Ambient,City,0.3,203.2,121.7,ug/m3,MAINT,12.97,77.59,142.2,Moderate,True,10.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 10:45:00,Ambient,City,32.1,185.2,118.3,ug/m3,OK,12.97,77.59,138.9,Moderate,True,10.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 11:00:00,Ambient,City,140.5,176.2,,ug/m3,OK,12.97,77.59,316.5,Very Poor,True,11.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 11:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,12.97,77.6,500.0,Severe,True,11.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 11:30:00,Ambient,City,,78.0,152.3,ug/m3,FAULT,12.97,77.59,172.5,Moderate,True,11.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 11:45:00,Ambient,City,278.0,108.5,95.2,ug/m3,MAINT,12.97,77.59,500.0,Severe,True,11.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 12:00:00,Ambient,City,51.9,107.3,256.4,ug/m3,FAULT,12.97,77.59,276.6,Poor,True,12.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 12:15:00,Ambient,City,98.3,186.1,231.9,ug/m3,FAULT,12.97,77.59,252.3,Poor,True,12.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 12:30:00,Ambient,City,41.0,186.1,0.8,ug/m3,OK,12.97,77.59,136.0,Moderate,True,12.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 12:45:00,Ambient,City,57.8,135.4,0.8,ug/m3,FAULT,12.97,77.6,119.3,Moderate,True,12.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 13:00:00,Ambient,City,,54.5,14.8,ug/m3,FAULT,12.97,77.59,68.7,Satisfactory,False,13.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 13:15:00,Ambient,City,151.4,0.8,267.0,ug/m3,MAINT,12.97,77.6,324.9,Very Poor,True,13.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 13:30:00,Ambient,City,273.8,999.8,267.0,ug/m3,MAINT,12.97,77.59,500.0,Severe,True,13.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 13:45:00,Ambient,City,37.4,152.2,130.6,ug/m3,OK,12.97,77.6,151.0,Moderate,True,13.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 14:00:00,Ambient,City,16.0,148.4,83.8,ug/m3,OK,12.97,77.59,123.5,Moderate,True,14.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 14:15:00,Ambient,City,137.9,14.8,47.9,ug/m3,FAULT,12.97,77.59,314.6,Very Poor,True,14.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 14:30:00,Ambient,City,140.0,124.5,98.7,ug/m3,FAULT,12.97,77.59,316.2,Very Poor,True,14.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 14:45:00,Ambient,City,140.0,34.8,267.0,ug/m3,MAINT,12.97,77.6,316.2,Very Poor,True,14.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 15:00:00,Ambient,City,,,267.0,ug/m3,MAINT,12.97,77.59,287.1,Poor,True,15.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 15:15:00,Ambient,City,73.2,231.6,81.4,ug/m3,OK,12.97,77.59,151.0,Moderate,True,15.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 15:30:00,Ambient,City,44.7,69.6,137.3,ug/m3,FAULT,12.97,77.6,157.7,Moderate,True,15.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 15:45:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,12.97,77.6,500.0,Severe,True,15.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 16:00:00,Ambient,City,,102.6,127.6,ug/m3,FAULT,12.97,77.6,148.1,Moderate,True,16.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 16:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,FAULT,12.97,77.59,500.0,Severe,True,16.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 16:30:00,Ambient,City,169.1,123.9,14.8,ug/m3,OK,12.97,77.59,338.3,Very Poor,True,16.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 16:45:00,Ambient,City,117.7,97.3,128.2,ug/m3,FAULT,12.97,77.59,292.4,Poor,True,16.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 17:00:00,Ambient,City,142.5,115.2,136.9,ug/m3,OK,12.97,77.59,318.1,Very Poor,True,17.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 17:15:00,Ambient,City,110.4,249.3,,ug/m3,MAINT,12.97,77.59,268.2,Poor,True,17.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 17:30:00,Ambient,City,145.4,96.3,26.8,ug/m3,FAULT,12.97,77.6,320.3,Very Poor,True,17.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 17:45:00,Ambient,City,116.5,27.6,35.4,ug/m3,FAULT,12.97,77.59,288.4,Poor,True,17.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 18:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,,,500.0,Severe,True,18.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 18:15:00,Ambient,City,223.3,198.4,17.9,ug/m3,OK,12.97,77.6,379.7,Very Poor,True,18.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 18:30:00,Ambient,City,107.9,143.4,182.0,ug/m3,MAINT,12.97,77.59,259.9,Poor,True,18.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 18:45:00,Ambient,City,171.4,168.2,0.8,ug/m3,OK,12.97,77.59,340.1,Very Poor,True,18.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 19:00:00,Ambient,City,14.8,79.1,146.8,ug/m3,FAULT,12.97,77.59,167.1,Moderate,True,19.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 19:15:00,Ambient,City,132.5,63.8,31.2,ug/m3,FAULT,12.97,77.59,310.5,Very Poor,True,19.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 19:30:00,Ambient,City,164.6,41.3,111.9,ug/m3,MAINT,12.97,77.59,334.9,Very Poor,True,19.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 19:45:00,Ambient,City,273.8,94.8,73.7,ug/m3,MAINT,12.97,77.59,500.0,Severe,True,19.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 20:15:00,Ambient,City,,221.7,171.8,ug/m3,FAULT,12.97,77.59,191.9,Moderate,True,20.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 20:30:00,Ambient,City,82.0,101.8,32.4,ug/m3,MAINT,12.97,77.59,173.5,Moderate,True,20.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 20:45:00,Ambient,City,170.0,96.6,105.1,ug/m3,FAULT,12.97,77.59,339.0,Very Poor,True,20.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 21:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,FAULT,12.97,77.59,500.0,Severe,True,21.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 21:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,12.97,77.6,500.0,Severe,True,21.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 21:30:00,Ambient,City,139.3,208.8,67.3,ug/m3,FAULT,12.97,77.6,315.6,Very Poor,True,21.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 22:00:00,Ambient,City,89.1,57.7,164.3,ug/m3,MAINT,12.97,77.6,197.0,Moderate,True,22.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 22:15:00,Ambient,City,112.8,204.2,93.7,ug/m3,FAULT,12.97,77.59,276.2,Poor,True,22.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 22:30:00,Ambient,City,202.0,,76.0,ug/m3,MAINT,12.97,77.6,363.4,Very Poor,True,22.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 22:45:00,Ambient,City,137.0,103.8,,ug/m3,FAULT,12.97,77.59,313.9,Very Poor,True,22.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 23:00:00,Ambient,City,220.7,116.3,97.0,ug/m3,OK,12.97,77.6,377.7,Very Poor,True,23.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 23:15:00,Ambient,City,74.8,0.8,67.9,ug/m3,OK,12.97,77.6,149.7,Moderate,True,23.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 23:30:00,Ambient,City,84.4,0.8,189.5,ug/m3,MAINT,12.97,77.6,210.3,Poor,True,23.0,Wednesday
LOC-BLR-01,A-01,2025-01-01 23:45:00,Ambient,City,83.1,179.6,14.8,ug/m3,FAULT,12.97,77.59,177.2,Moderate,True,23.0,Wednesday
LOC-BLR-01,A-01,2025-01-02 00:00:00,Ambient,City,,216.1,154.7,ug/m3,MAINT,12.97,77.59,174.9,Moderate,True,0.0,Thursday
LOC-BLR-01,A-01,2025-01-02 00:15:00,Ambient,City,107.2,60.2,0.8,ug/m3,OK,12.97,77.6,257.6,Poor,True,0.0,Thursday
LOC-BLR-01,A-01,2025-01-02 00:30:00,Ambient,City,499.8,275.7,,ug/m3,FAULT,12.97,77.59,500.0,Severe,True,0.0,Thursday
LOC-BLR-01,A-01,2025-01-02 00:45:00,Ambient,City,112.9,135.9,88.2,ug/m3,MAINT,12.97,77.6,276.5,Poor,True,0.0,Thursday
LOC-BLR-01,A-01,2025-01-02 01:00:00,Ambient,City,138.3,161.6,181.6,ug/m3,MAINT,12.97,77.6,314.9,Very Poor,True,1.0,Thursday
LOC-BLR-01,A-01,2025-01-02 01:15:00,Ambient,City,76.0,181.2,129.2,ug/m3,FAULT,12.97,77.6,153.6,Moderate,True,1.0,Thursday
LOC-BLR-01,A-01,2025-01-02 01:30:00,Ambient,City,,275.7,267.0,ug/m3,OK,12.97,77.59,287.1,Poor,True,1.0,Thursday
LOC-BLR-01,A-01,2025-01-02 01:45:00,Ambient,City,194.0,0.8,150.4,ug/m3,OK,12.97,77.59,357.3,Very Poor,True,1.0,Thursday
LOC-BLR-01,A-01,2025-01-02 02:00:00,Ambient,City,273.8,140.2,,ug/m3,FAULT,12.97,77.59,500.0,Severe,True,2.0,Thursday
LOC-BLR-01,A-01,2025-01-02 02:15:00,Ambient,City,68.4,131.4,153.7,ug/m3,FAULT,12.97,77.59,173.9,Moderate,True,2.0,Thursday
LOC-BLR-01,A-01,2025-01-02 02:30:00,Ambient,City,209.3,275.7,125.3,ug/m3,OK,12.97,77.59,369.0,Very Poor,True,2.0,Thursday
LOC-BLR-01,A-01,2025-01-02 02:45:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,12.97,77.59,500.0,Severe,True,2.0,Thursday
LOC-BLR-01,A-01,2025-01-02 03:00:00,Ambient,City,182.9,189.9,144.2,ug/m3,FAULT,12.97,77.59,348.9,Very Poor,True,3.0,Thursday
LOC-BLR-01,A-01,2025-01-02 03:15:00,Ambient,City,116.5,182.2,134.6,ug/m3,FAULT,12.97,77.59,288.4,Poor,True,3.0,Thursday
LOC-BLR-01,A-01,2025-01-02 03:30:00,Ambient,City,186.3,,70.0,ug/m3,FAULT,12.97,77.6,351.5,Very Poor,True,3.0,Thursday
LOC-BLR-01,A-01,2025-01-02 03:45:00,Ambient,City,,52.7,165.5,ug/m3,FAULT,12.97,77.59,185.6,Moderate,True,3.0,Thursday
LOC-BLR-01,A-01,2025-01-02 04:00:00,Ambient,City,136.2,19.2,0.8,ug/m3,MAINT,12.97,77.59,313.3,Very Poor,True,4.0,Thursday
LOC-BLR-01,A-01,2025-01-02 04:15:00,Ambient,City,148.5,145.6,255.8,ug/m3,FAULT,12.97,77.59,322.6,Very Poor,True,4.0,Thursday
LOC-BLR-01,A-01,2025-01-02 04:30:00,Ambient,City,45.5,139.3,92.5,ug/m3,FAULT,12.97,77.59,120.5,Moderate,True,4.0,Thursday
LOC-BLR-01,A-01,2025-01-02 04:45:00,Ambient,City,114.7,180.4,,ug/m3,OK,12.97,77.59,282.5,Poor,True,4.0,Thursday
LOC-BLR-01,A-01,2025-01-02 05:00:00,Ambient,City,127.6,,83.5,ug/m3,FAULT,12.97,77.6,306.7,Very Poor,True,5.0,Thursday
LOC-BLR-01,A-01,2025-01-02 05:30:00,Ambient,City,158.9,53.0,89.0,ug/m3,FAULT,12.97,77.59,330.6,Very Poor,True,5.0,Thursday
LOC-BLR-01,A-01,2025-01-02 05:45:00,Ambient,City,166.4,33.1,240.9,ug/m3,FAULT,12.97,77.59,336.3,Very Poor,True,5.0,Thursday
LOC-BLR-01,A-01,2025-01-02 06:00:00,Ambient,City,157.3,34.6,116.8,ug/m3,FAULT,12.97,77.59,329.4,Very Poor,True,6.0,Thursday
LOC-BLR-01,A-01,2025-01-02 06:15:00,Ambient,City,47.7,161.9,,ug/m3,OK,12.97,77.59,128.0,Moderate,True,6.0,Thursday
LOC-BLR-01,A-01,2025-01-02 06:30:00,Ambient,City,149.4,171.3,,ug/m3,FAULT,12.97,77.59,323.3,Very Poor,True,6.0,Thursday
LOC-BLR-01,A-01,2025-01-02 06:45:00,Ambient,City,63.8,137.6,118.1,ug/m3,FAULT,12.97,77.59,138.7,Moderate,True,6.0,Thursday
LOC-BLR-01,A-01,2025-01-02 07:00:00,Ambient,City,114.7,0.8,95.9,ug/m3,FAULT,12.97,77.6,282.5,Poor,True,7.0,Thursday
LOC-BLR-01,A-01,2025-01-02 07:15:00,Ambient,City,166.3,117.0,160.6,ug/m3,FAULT,12.97,77.59,336.2,Very Poor,True,7.0,Thursday
LOC-BLR-01,A-01,2025-01-02 07:30:00,Ambient,City,116.2,102.3,145.2,ug/m3,MAINT,12.97,77.59,287.4,Poor,True,7.0,Thursday
LOC-BLR-01,A-01,2025-01-02 08:00:00,Ambient,City,53.7,121.3,69.9,ug/m3,FAULT,12.97,77.59,114.6,Moderate,True,8.0,Thursday
LOC-BLR-01,A-01,2025-01-02 08:15:00,Ambient,City,61.7,55.5,181.3,ug/m3,FAULT,12.97,77.59,202.2,Poor,True,8.0,Thursday
LOC-BLR-01,A-01,2025-01-02 08:30:00,Ambient,City,65.1,158.7,70.2,ug/m3,MAINT,12.97,77.59,126.9,Moderate,True,8.0,Thursday
LOC-BLR-01,A-01,2025-01-02 08:45:00,Ambient,City,99.2,275.7,137.8,ug/m3,MAINT,12.97,77.59,231.1,Poor,True,8.0,Thursday
LOC-BLR-01,A-01,2025-01-02 09:15:00,Ambient,City,,,,ug/m3,MAINT,12.97,77.6,,Unknown,False,9.0,Thursday
LOC-BLR-01,A-01,2025-01-02 09:30:00,Ambient,City,101.6,259.8,102.3,ug/m3,MAINT,12.97,77.6,239.1,Poor,True,9.0,Thursday
LOC-BLR-01,A-01,2025-01-02 09:45:00,Ambient,City,,,,ug/m3,MAINT,12.97,77.6,,Unknown,False,9.0,Thursday
LOC-BLR-01,A-01,2025-01-02 10:15:00,Ambient,City,273.8,179.4,124.7,ug/m3,MAINT,12.97,77.6,500.0,Severe,True,10.0,Thursday
LOC-BLR-01,A-01,2025-01-02 10:30:00,Ambient,City,,35.6,81.5,ug/m3,OK,12.97,77.6,102.4,Moderate,True,10.0,Thursday
LOC-BLR-01,A-01,2025-01-02 10:45:00,Ambient,City,122.1,14.8,133.7,ug/m3,OK,12.97,77.6,302.5,Very Poor,True,10.0,Thursday
LOC-BLR-01,A-01,2025-01-02 11:00:00,Ambient,City,132.9,,0.8,ug/m3,FAULT,12.97,77.59,310.8,Very Poor,True,11.0,Thursday
LOC-BLR-01,A-01,2025-01-02 11:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,FAULT,12.97,77.59,500.0,Severe,True,11.0,Thursday
LOC-BLR-01,A-01,2025-01-02 11:30:00,Ambient,City,91.3,166.8,113.4,ug/m3,MAINT,12.97,77.59,205.0,Poor,True,11.0,Thursday
LOC-BLR-01,A-01,2025-01-02 12:00:00,Ambient,City,87.0,101.2,,ug/m3,MAINT,12.97,77.59,190.1,Moderate,True,12.0,Thursday
LOC-BLR-01,A-01,2025-01-02 12:15:00,Ambient,City,204.2,18.3,61.0,ug/m3,OK,12.97,77.6,365.1,Very Poor,True,12.0,Thursday
LOC-BLR-01,A-01,2025-01-02 12:30:00,Ambient,City,187.3,,169.9,ug/m3,OK,12.97,77.59,352.2,Very Poor,True,12.0,Thursday
LOC-BLR-01,A-01,2025-01-02 12:45:00,Ambient,City,190.1,197.0,71.9,ug/m3,MAINT,12.97,77.59,354.3,Very Poor,True,12.0,Thursday
LOC-BLR-01,A-01,2025-01-02 13:00:00,Ambient,City,193.2,179.9,0.8,ug/m3,MAINT,12.97,77.6,356.7,Very Poor,True,13.0,Thursday
LOC-BLR-01,A-01,2025-01-02 13:30:00,Ambient,City,128.9,116.4,,ug/m3,MAINT,12.97,77.6,307.7,Very Poor,True,13.0,Thursday
LOC-BLR-01,A-01,2025-01-02 13:45:00,Ambient,City,51.2,85.1,,ug/m3,MAINT,12.97,77.59,102.7,Moderate,True,13.0,Thursday
LOC-BLR-01,A-01,2025-01-02 14:00:00,Ambient,City,158.7,89.2,75.6,ug/m3,OK,12.97,77.59,330.4,Very Poor,True,14.0,Thursday
LOC-BLR-01,A-01,2025-01-02 14:15:00,Ambient,City,234.2,,109.8,ug/m3,MAINT,12.97,77.6,388.0,Very Poor,True,14.0,Thursday
LOC-BLR-01,A-01,2025-01-02 14:30:00,Ambient,City,143.2,160.2,199.4,ug/m3,OK,12.97,77.59,318.6,Very Poor,True,14.0,Thursday
LOC-BLR-01,A-01,2025-01-02 15:00:00,Ambient,City,212.4,160.1,198.1,ug/m3,FAULT,12.97,77.59,371.3,Very Poor,True,15.0,Thursday
LOC-BLR-01,A-01,2025-01-02 15:15:00,Ambient,City,191.9,104.6,107.9,ug/m3,FAULT,12.97,77.6,355.7,Very Poor,True,15.0,Thursday
LOC-BLR-01,A-01,2025-01-02 15:30:00,Ambient,City,80.1,60.8,75.8,ug/m3,UNKNOWN,12.97,77.59,167.2,Moderate,True,15.0,Thursday
LOC-BLR-01,A-01,2025-01-02 15:45:00,Ambient,City,0.3,97.4,99.7,ug/m3,OK,12.97,77.59,120.4,Moderate,True,15.0,Thursday
LOC-BLR-01,A-01,2025-01-02 16:00:00,Ambient,City,169.5,230.6,106.1,ug/m3,OK,12.97,77.59,338.6,Very Poor,True,16.0,Thursday
LOC-BLR-01,A-01,2025-01-02 16:15:00,Ambient,City,147.3,125.8,169.8,ug/m3,MAINT,12.97,77.59,321.7,Very Poor,True,16.0,Thursday
LOC-BLR-01,A-01,2025-01-02 16:30:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,12.97,77.6,500.0,Severe,True,16.0,Thursday
LOC-BLR-01,A-01,2025-01-02 16:45:00,Ambient,City,92.6,128.8,236.6,ug/m3,FAULT,12.97,77.59,257.0,Poor,True,16.0,Thursday
LOC-BLR-01,A-01,2025-01-02 17:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,12.97,77.59,500.0,Severe,True,17.0,Thursday
LOC-BLR-01,A-01,2025-01-02 17:15:00,Ambient,City,88.9,132.1,189.4,ug/m3,MAINT,12.97,77.59,210.2,Poor,True,17.0,Thursday
LOC-BLR-01,A-01,2025-01-02 17:30:00,Ambient,City,195.8,34.3,0.8,ug/m3,MAINT,12.97,77.59,358.7,Very Poor,True,17.0,Thursday
LOC-BLR-01,A-01,2025-01-02 18:00:00,Ambient,City,103.0,275.7,153.6,ug/m3,FAULT,12.97,77.59,243.7,Poor,True,18.0,Thursday
LOC-BLR-01,A-01,2025-01-02 18:15:00,Ambient,City,144.8,154.6,100.5,ug/m3,MAINT,12.97,77.6,319.8,Very Poor,True,18.0,Thursday
LOC-BLR-01,A-01,2025-01-02 18:30:00,Ambient,City,121.4,87.2,154.5,ug/m3,FAULT,12.97,77.6,302.0,Very Poor,True,18.0,Thursday
LOC-BLR-01,A-01,2025-01-02 18:45:00,Ambient,City,0.3,,209.2,ug/m3,FAULT,12.97,77.6,229.8,Poor,True,18.0,Thursday
LOC-BLR-01,A-01,2025-01-02 19:00:00,Ambient,City,18.0,69.5,218.8,ug/m3,MAINT,12.97,77.6,239.4,Poor,True,19.0,Thursday
LOC-BLR-01,A-01,2025-01-02 19:15:00,Ambient,City,273.8,74.0,132.7,ug/m3,FAULT,12.97,77.59,500.0,Severe,True,19.0,Thursday
LOC-BLR-01,A-01,2025-01-02 19:30:00,Ambient,City,129.5,88.6,161.0,ug/m3,FAULT,12.97,77.59,308.2,Very Poor,True,19.0,Thursday
LOC-BLR-01,A-01,2025-01-02 19:45:00,Ambient,City,141.6,248.4,68.0,ug/m3,MAINT,12.97,77.6,317.4,Very Poor,True,19.0,Thursday
LOC-BLR-01,A-01,2025-01-02 20:00:00,Ambient,City,,143.5,105.4,ug/m3,OK,12.97,77.6,126.1,Moderate,True,20.0,Thursday
LOC-BLR-01,A-01,2025-01-02 21:00:00,Ambient,City,226.4,103.6,29.0,ug/m3,OK,12.97,77.59,382.0,Very Poor,True,21.0,Thursday
